0.31 (0.07)
0.80 (0.08)
0.83 (0.08)
0.83 (0.06)
0.82 (0.06)
0.84 (0.06)
0.83 (0.06)
0.83 (0.07)
0.81 (0.08)
0.83 (0.07)
